barcode,location,author,title,publisher_code,status,description
32203,EEE,BIN WU,HIGH POWER CONVERTERS AND AC DRIVES,WILEYINTERSCIENCE,Not for loan,"A comprehensive guide authored by BIN WU, covering key principles and applications related to 'HIGH POWER CONVERTERS AND AC DRIVES'. Ideal for engineering students and professionals."
32204,CSE,BART KOSKO,NEURAL NETWORKS AND FUZZY SYSTEMS,PRENTICEHALLOFINDIA,Available,"A comprehensive guide authored by BART KOSKO, covering key principles and applications related to 'NEURAL NETWORKS AND FUZZY SYSTEMS'. Ideal for engineering students and professionals."
32205,CSE,BART KOSKO,NEURAL NETWORKS AND FUZZY SYSTEMS,PRENTICEHALLOFINDIA,Available,"A comprehensive guide authored by BART KOSKO, covering key principles and applications related to 'NEURAL NETWORKS AND FUZZY SYSTEMS'. Ideal for engineering students and professionals."
32206,CSE,BART KOSKO,NEURAL NETWORKS AND FUZZY SYSTEMS,PRENTICEHALLOFINDIA,Available,"A comprehensive guide authored by BART KOSKO, covering key principles and applications related to 'NEURAL NETWORKS AND FUZZY SYSTEMS'. Ideal for engineering students and professionals."
32207,CSE,BART KOSKO,NEURAL NETWORKS AND FUZZY SYSTEMS,PRENTICEHALLOFINDIA,Available,"A comprehensive guide authored by BART KOSKO, covering key principles and applications related to 'NEURAL NETWORKS AND FUZZY SYSTEMS'. Ideal for engineering students and professionals."
32208,CSE,BART KOSKO,NEURAL NETWORKS AND FUZZY SYSTEMS,PRENTICEHALLOFINDIA,Not for loan,"A comprehensive guide authored by BART KOSKO, covering key principles and applications related to 'NEURAL NETWORKS AND FUZZY SYSTEMS'. Ideal for engineering students and professionals."
32218,EEE,MUHAMMAD H RASHID,POWER ELECTRONICS,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32219,EEE,MUHAMMAD H RASHID,POWER ELECTRONICS,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32220,EEE,MUHAMMAD H RASHID,POWER ELECTRONICS,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32221,EEE,MUHAMMAD H RASHID,POWER ELECTRONICS,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32222,EEE,MUHAMMAD H RASHID,POWER ELECTRONICS,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32223,EEE,MUHAMMAD H RASHID,POWER ELECTRONICS,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32224,EEE,MUHAMMAD H RASHID,POWER ELECTRONICS,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32225,CSE,WILLIAM STALLINGS,DATA AND COMPOUTER C OMMUNICATION,PEARSONEDUCATION,Available,"A comprehensive guide authored by WILLIAM STALLINGS, covering key principles and applications related to 'DATA AND COMPOUTER C OMMUNICATION'. Ideal for engineering students and professionals."
32226,CSE,WILLIAM STALLINGS,DATA AND COMPOUTER C OMMUNICATION,PEARSONEDUCATION,Available,"A comprehensive guide authored by WILLIAM STALLINGS, covering key principles and applications related to 'DATA AND COMPOUTER C OMMUNICATION'. Ideal for engineering students and professionals."
32227,CSE,WILLIAM STALLINGS,DATA AND COMPOUTER C OMMUNICATION,PEARSONEDUCATION,Available,"A comprehensive guide authored by WILLIAM STALLINGS, covering key principles and applications related to 'DATA AND COMPOUTER C OMMUNICATION'. Ideal for engineering students and professionals."
32233,CSE,WILLIAM STALLINGS,DATA AND COMPOUTER C OMMUNICATION,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by WILLIAM STALLINGS, covering key principles and applications related to 'DATA AND COMPOUTER C OMMUNICATION'. Ideal for engineering students and professionals."
32234,CSE,ANDREW S  TANENBAUM,Computer Networks,PEARSONEDCUATION,Available,"A comprehensive guide authored by ANDREW S  TANENBAUM, covering key principles and applications related to 'Computer Networks'. Ideal for engineering students and professionals."
32235,CSE,ANDREW S  TANENBAUM,Computer Networks,PEARSONEDCUATION,Available,"A comprehensive guide authored by ANDREW S  TANENBAUM, covering key principles and applications related to 'Computer Networks'. Ideal for engineering students and professionals."
32236,CSE,ANDREW S  TANENBAUM,Computer Networks,PEARSONEDCUATION,Available,"A comprehensive guide authored by ANDREW S  TANENBAUM, covering key principles and applications related to 'Computer Networks'. Ideal for engineering students and professionals."
32237,CSE,ANDREW S  TANENBAUM,Computer Networks,PEARSONEDCUATION,Available,"A comprehensive guide authored by ANDREW S  TANENBAUM, covering key principles and applications related to 'Computer Networks'. Ideal for engineering students and professionals."
32238,CSE,ANDREW S  TANENBAUM,Computer Networks,PEARSONEDCUATION,Available,"A comprehensive guide authored by ANDREW S  TANENBAUM, covering key principles and applications related to 'Computer Networks'. Ideal for engineering students and professionals."
32239,CSE,ANDREW S  TANENBAUM,Computer Networks,PEARSONEDCUATION,Available,"A comprehensive guide authored by ANDREW S  TANENBAUM, covering key principles and applications related to 'Computer Networks'. Ideal for engineering students and professionals."
32240,CSE,ANDREW S  TANENBAUM,Computer Networks,PEARSONEDCUATION,Available,"A comprehensive guide authored by ANDREW S  TANENBAUM, covering key principles and applications related to 'Computer Networks'. Ideal for engineering students and professionals."
32241,CSE,ANDREW S  TANENBAUM,Computer Networks,PEARSONEDCUATION,Available,"A comprehensive guide authored by ANDREW S  TANENBAUM, covering key principles and applications related to 'Computer Networks'. Ideal for engineering students and professionals."
32242,CSE,ANDREW S  TANENBAUM,Computer Networks,PEARSONEDCUATION,Not for loan,"A comprehensive guide authored by ANDREW S  TANENBAUM, covering key principles and applications related to 'Computer Networks'. Ideal for engineering students and professionals."
32243,ECE,JOHN G DROAKIS,DIGITAL SUGNAL PROCESSING,PEARSONEDCUATION,Available,"A comprehensive guide authored by JOHN G DROAKIS, covering key principles and applications related to 'DIGITAL SUGNAL PROCESSING'. Ideal for engineering students and professionals."
32244,ECE,JOHN G DROAKIS,DIGITAL SUGNAL PROCESSING,PEARSONEDCUATION,Available,"A comprehensive guide authored by JOHN G DROAKIS, covering key principles and applications related to 'DIGITAL SUGNAL PROCESSING'. Ideal for engineering students and professionals."
32245,ECE,JOHN G DROAKIS,DIGITAL SUGNAL PROCESSING,PEARSONEDCUATION,Not for loan,"A comprehensive guide authored by JOHN G DROAKIS, covering key principles and applications related to 'DIGITAL SUGNAL PROCESSING'. Ideal for engineering students and professionals."
32246,CSE,SOMMERVILLE,Software Engineering,PEARSONEDUCATION,Available,"A comprehensive guide authored by SOMMERVILLE, covering key principles and applications related to 'Software Engineering'. Ideal for engineering students and professionals."
32247,CSE,SOMMERVILLE,Software Engineering,PEARSONEDUCATION,Available,"A comprehensive guide authored by SOMMERVILLE, covering key principles and applications related to 'Software Engineering'. Ideal for engineering students and professionals."
32248,CSE,SOMMERVILLE,Software Engineering,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by SOMMERVILLE, covering key principles and applications related to 'Software Engineering'. Ideal for engineering students and professionals."
32249,EIE,NAGRATH GOPAL,CONTROL SYSTEMS ENGINEERIG,NEWAGEINTERNATIONAL(P)LIMITED,Available,"A comprehensive guide authored by NAGRATH GOPAL, covering key principles and applications related to 'CONTROL SYSTEMS ENGINEERIG'. Ideal for engineering students and professionals."
32250,EIE,NAGRATH GOPAL,CONTROL SYSTEMS ENGINEERIG,NEWAGEINTERNATIONAL(P)LIMITED,Available,"A comprehensive guide authored by NAGRATH GOPAL, covering key principles and applications related to 'CONTROL SYSTEMS ENGINEERIG'. Ideal for engineering students and professionals."
32251,EIE,NAGRATH GOPAL,CONTROL SYSTEMS ENGINEERIG,NEWAGEINTERNATIONAL(P)LIMITED,Available,"A comprehensive guide authored by NAGRATH GOPAL, covering key principles and applications related to 'CONTROL SYSTEMS ENGINEERIG'. Ideal for engineering students and professionals."
32252,EIE,NAGRATH GOPAL,CONTROL SYSTEMS ENGINEERIG,NEWAGEINTERNATIONAL(P)LIMITED,Available,"A comprehensive guide authored by NAGRATH GOPAL, covering key principles and applications related to 'CONTROL SYSTEMS ENGINEERIG'. Ideal for engineering students and professionals."
32253,EIE,NAGRATH GOPAL,CONTROL SYSTEMS ENGINEERIG,NEWAGEINTERNATIONAL(P)LIMITED,Not for loan,"A comprehensive guide authored by NAGRATH GOPAL, covering key principles and applications related to 'CONTROL SYSTEMS ENGINEERIG'. Ideal for engineering students and professionals."
32254,MECH,A E FITZGERALD,ELECTRIC MACHINERY,TATAMCGRAW-HILLPUBLISHINGCO;LTD,Available,"A comprehensive guide authored by A E FITZGERALD, covering key principles and applications related to 'ELECTRIC MACHINERY'. Ideal for engineering students and professionals."
32255,MECH,A E FITZGERALD,ELECTRIC MACHINERY,TATAMCGRAW-HILLPUBLISHINGCO;LTD,Available,"A comprehensive guide authored by A E FITZGERALD, covering key principles and applications related to 'ELECTRIC MACHINERY'. Ideal for engineering students and professionals."
32256,MECH,A E FITZGERALD,ELECTRIC MACHINERY,TATAMCGRAW-HILLPUBLISHINGCO;LTD,Available,"A comprehensive guide authored by A E FITZGERALD, covering key principles and applications related to 'ELECTRIC MACHINERY'. Ideal for engineering students and professionals."
32257,MECH,A E FITZGERALD,ELECTRIC MACHINERY,TATAMCGRAW-HILLPUBLISHINGCO;LTD,Available,"A comprehensive guide authored by A E FITZGERALD, covering key principles and applications related to 'ELECTRIC MACHINERY'. Ideal for engineering students and professionals."
32258,MECH,A E FITZGERALD,ELECTRIC MACHINERY,TATAMCGRAW-HILLPUBLISHINGCO;LTD,Not for loan,"A comprehensive guide authored by A E FITZGERALD, covering key principles and applications related to 'ELECTRIC MACHINERY'. Ideal for engineering students and professionals."
32259,EEE,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32260,EEE,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32261,EEE,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32262,EEE,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32263,EEE,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32264,EEE,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32265,EEE,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32266,EEE,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32267,EEE,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32268,EEE,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Not for loan,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32269,EEE,RAKOSH DAS  BEGAMUDRE,EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by RAKOSH DAS  BEGAMUDRE, covering key principles and applications related to 'EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING'. Ideal for engineering students and professionals."
32270,EEE,RAKOSH DAS  BEGAMUDRE,EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by RAKOSH DAS  BEGAMUDRE, covering key principles and applications related to 'EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING'. Ideal for engineering students and professionals."
32271,EEE,RAKOSH DAS  BEGAMUDRE,EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by RAKOSH DAS  BEGAMUDRE, covering key principles and applications related to 'EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING'. Ideal for engineering students and professionals."
32272,EEE,RAKOSH DAS  BEGAMUDRE,EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by RAKOSH DAS  BEGAMUDRE, covering key principles and applications related to 'EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING'. Ideal for engineering students and professionals."
32273,EEE,RAKOSH DAS  BEGAMUDRE,EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by RAKOSH DAS  BEGAMUDRE, covering key principles and applications related to 'EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING'. Ideal for engineering students and professionals."
32274,EEE,RAKOSH DAS  BEGAMUDRE,EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by RAKOSH DAS  BEGAMUDRE, covering key principles and applications related to 'EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING'. Ideal for engineering students and professionals."
32275,EEE,RAKOSH DAS  BEGAMUDRE,EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by RAKOSH DAS  BEGAMUDRE, covering key principles and applications related to 'EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING'. Ideal for engineering students and professionals."
32276,EEE,RAKOSH DAS  BEGAMUDRE,EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING,NEWAGEINTERNATIONAL,Not for loan,"A comprehensive guide authored by RAKOSH DAS  BEGAMUDRE, covering key principles and applications related to 'EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING'. Ideal for engineering students and professionals."
32277,ECE,K PADMANABHAN,A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by K PADMANABHAN, covering key principles and applications related to 'A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32278,ECE,K PADMANABHAN,A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by K PADMANABHAN, covering key principles and applications related to 'A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32279,ECE,K PADMANABHAN,A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by K PADMANABHAN, covering key principles and applications related to 'A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32282,ECE,K PADMANABHAN,A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by K PADMANABHAN, covering key principles and applications related to 'A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32283,ECE,K PADMANABHAN,A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by K PADMANABHAN, covering key principles and applications related to 'A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32284,ECE,K PADMANABHAN,A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by K PADMANABHAN, covering key principles and applications related to 'A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32285,ECE,K PADMANABHAN,A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by K PADMANABHAN, covering key principles and applications related to 'A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32286,ECE,K PADMANABHAN,A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING,NEWAGEINTERNATIONAL,Not for loan,"A comprehensive guide authored by K PADMANABHAN, covering key principles and applications related to 'A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32287,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available,"A comprehensive guide authored by K R PADIXAR, covering key principles and applications related to 'HVDC POWER TRANSMISSION SYSTEMS'. Ideal for engineering students and professionals."
32288,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available,"A comprehensive guide authored by K R PADIXAR, covering key principles and applications related to 'HVDC POWER TRANSMISSION SYSTEMS'. Ideal for engineering students and professionals."
32289,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available,"A comprehensive guide authored by K R PADIXAR, covering key principles and applications related to 'HVDC POWER TRANSMISSION SYSTEMS'. Ideal for engineering students and professionals."
32290,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available,"A comprehensive guide authored by K R PADIXAR, covering key principles and applications related to 'HVDC POWER TRANSMISSION SYSTEMS'. Ideal for engineering students and professionals."
32291,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available,"A comprehensive guide authored by K R PADIXAR, covering key principles and applications related to 'HVDC POWER TRANSMISSION SYSTEMS'. Ideal for engineering students and professionals."
32292,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available,"A comprehensive guide authored by K R PADIXAR, covering key principles and applications related to 'HVDC POWER TRANSMISSION SYSTEMS'. Ideal for engineering students and professionals."
32293,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available,"A comprehensive guide authored by K R PADIXAR, covering key principles and applications related to 'HVDC POWER TRANSMISSION SYSTEMS'. Ideal for engineering students and professionals."
32294,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available,"A comprehensive guide authored by K R PADIXAR, covering key principles and applications related to 'HVDC POWER TRANSMISSION SYSTEMS'. Ideal for engineering students and professionals."
32295,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Not for loan,"A comprehensive guide authored by K R PADIXAR, covering key principles and applications related to 'HVDC POWER TRANSMISSION SYSTEMS'. Ideal for engineering students and professionals."
32296,EEE,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32297,EEE,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32298,EEE,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32299,EEE,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32300,EEE,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32301,ME:EST,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Available,"A comprehensive guide authored by KATSUHIKO OGATA, covering key principles and applications related to 'Modern Control Engineering'. Ideal for engineering students and professionals."
32302,EIE,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Available,"A comprehensive guide authored by KATSUHIKO OGATA, covering key principles and applications related to 'Modern Control Engineering'. Ideal for engineering students and professionals."
32303,EIE,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Available,"A comprehensive guide authored by KATSUHIKO OGATA, covering key principles and applications related to 'Modern Control Engineering'. Ideal for engineering students and professionals."
32304,EIE,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Available,"A comprehensive guide authored by KATSUHIKO OGATA, covering key principles and applications related to 'Modern Control Engineering'. Ideal for engineering students and professionals."
32305,EIE,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by KATSUHIKO OGATA, covering key principles and applications related to 'Modern Control Engineering'. Ideal for engineering students and professionals."
32306,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by HAROLD KOONTZ, covering key principles and applications related to 'ESSENTIALS OF MANAGEMENT'. Ideal for engineering students and professionals."
32307,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by HAROLD KOONTZ, covering key principles and applications related to 'ESSENTIALS OF MANAGEMENT'. Ideal for engineering students and professionals."
32308,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by HAROLD KOONTZ, covering key principles and applications related to 'ESSENTIALS OF MANAGEMENT'. Ideal for engineering students and professionals."
32309,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by HAROLD KOONTZ, covering key principles and applications related to 'ESSENTIALS OF MANAGEMENT'. Ideal for engineering students and professionals."
32310,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by HAROLD KOONTZ, covering key principles and applications related to 'ESSENTIALS OF MANAGEMENT'. Ideal for engineering students and professionals."
32313,MBA,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by HAROLD KOONTZ, covering key principles and applications related to 'ESSENTIALS OF MANAGEMENT'. Ideal for engineering students and professionals."
32314,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by HAROLD KOONTZ, covering key principles and applications related to 'ESSENTIALS OF MANAGEMENT'. Ideal for engineering students and professionals."
32315,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by HAROLD KOONTZ, covering key principles and applications related to 'ESSENTIALS OF MANAGEMENT'. Ideal for engineering students and professionals."
32316,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by P C TRIPATHI, covering key principles and applications related to 'Principles Of Management'. Ideal for engineering students and professionals."
32317,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by P C TRIPATHI, covering key principles and applications related to 'Principles Of Management'. Ideal for engineering students and professionals."
32318,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by P C TRIPATHI, covering key principles and applications related to 'Principles Of Management'. Ideal for engineering students and professionals."
32319,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by P C TRIPATHI, covering key principles and applications related to 'Principles Of Management'. Ideal for engineering students and professionals."
32320,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by P C TRIPATHI, covering key principles and applications related to 'Principles Of Management'. Ideal for engineering students and professionals."
32321,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by P C TRIPATHI, covering key principles and applications related to 'Principles Of Management'. Ideal for engineering students and professionals."
32322,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by P C TRIPATHI, covering key principles and applications related to 'Principles Of Management'. Ideal for engineering students and professionals."
32323,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by P C TRIPATHI, covering key principles and applications related to 'Principles Of Management'. Ideal for engineering students and professionals."
32324,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available,"A comprehensive guide authored by JAMES A F STONER, covering key principles and applications related to 'Management'. Ideal for engineering students and professionals."
32325,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available,"A comprehensive guide authored by JAMES A F STONER, covering key principles and applications related to 'Management'. Ideal for engineering students and professionals."
32326,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available,"A comprehensive guide authored by JAMES A F STONER, covering key principles and applications related to 'Management'. Ideal for engineering students and professionals."
32327,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available,"A comprehensive guide authored by JAMES A F STONER, covering key principles and applications related to 'Management'. Ideal for engineering students and professionals."
32328,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available,"A comprehensive guide authored by JAMES A F STONER, covering key principles and applications related to 'Management'. Ideal for engineering students and professionals."
32329,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available,"A comprehensive guide authored by JAMES A F STONER, covering key principles and applications related to 'Management'. Ideal for engineering students and professionals."
32330,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available,"A comprehensive guide authored by JAMES A F STONER, covering key principles and applications related to 'Management'. Ideal for engineering students and professionals."
